v	mu	x	xc	px	px_acc
0.267406	-3.57911	211	191	1.91916E-13	1.91916E-13
3.56653	0.754707	87	70	0.00521358	0.00521358
1.18282	-1.43034	30	24	0.00895527	0.00895527
0.547618	-4.31553	29	35	3.02127E-08	3.02127E-08
0.863052	1.3891	5871	3468	0.000127989	0.000127989
1.01364	-2.50682	2	2	0.0645373	0.0645373
0.14052	-0.651018	34	189	0.00119884	0.00119884
3.03705	-3.66652	702	289	3.69024E-05	3.69024E-05
0.603049	-3.00579	21	141	0.0110623	0.0110623
0.791077	-3.40102	28	738	0.0161204	0.0161204
0.0133113	-1.92486	7	21	0.038836	0.038836
0.0745442	-2.10635	164	455	9.67558E-06	9.67558E-06
1.10709	3.83179	8	2	0.0461548	0.0461562
2.30978	-4.33581	150	8	5.50372E-07	5.50372E-07
0.30676	-1.23873	101	1898	7.77834E-05	7.77834E-05
0.00694937	-0.00159354	50	259	7.77143E-25	7.77143E-25
0.0117711	0.437172	34	108	3.09532E-14	3.09532E-14
2.26357	-2.66737	4	67	0.0652158	0.0652158
0.110091	-1.5297	177	1436	0.0018728	0.0018728
0.510228	-3.54905	17	115	0.00377493	0.00377493
1.43386	-3.9592	63	2036	0.00501361	0.0050136
1.21389	2.18706	10	8	0.020064	0.020064
0.405619	0.363142	177	93	0.00916111	0.00916111
0.196494	-3.78888	13	4	4.39378E-13	4.39378E-13
1.77215	-2.35213	36	77	0.00604384	0.00604384
2.56148	4.09961	608	37	0.00516029	0.00516029
2.16015	-4.36464	72	4	8.181E-07	8.181E-07
1.15056	0.0971993	3	2	0.2208	0.2208
2.64945	1.37211	115	97	0.00354201	0.00354201
0.0197004	4.33757	38	15	1.25175E-15	1.26106E-15
0.105677	-3.85257	1166	3439	3.49009E-19	3.49009E-19
2.05729	-0.784748	362	33	0.000795604	0.000795604
0.0756393	0.727591	84	4	1.71827E-06	1.71827E-06
0.0803303	-2.72833	2985	596	5.57994E-53	5.57994E-53
1.93272	-1.82442	66	47	0.00314358	0.00314358
0.651283	2.38989	1168	101	0.00525858	0.00525858
1.0782	-3.73076	8	72	0.0204767	0.0204767
1.83089	-0.481802	68	193	0.00534804	0.00534804
1.29435	3.97204	20	80	4.99614E-07	4.99614E-07
0.0665829	3.63524	4689	770	5.11666E-14	5.11666E-14
0.79434	-1.77946	157	298	0.00193629	0.00193629
3.87312	0.976107	886	1544	0.000265962	0.000265962
0.275248	-1.16377	283	1201	0.00285446	0.00285446
0.775601	1.50772	18	594	5.87268E-09	5.87268E-09
3.99776	-2.77801	56	4	0.00143314	0.00143314
2.2629	-4.02257	102	2	4.60762E-07	4.60762E-07
0.0126106	-1.1261	2	14	0.141632	0.141632
0.837481	-1.2108	150	598	0.00355259	0.00355259
0.0050298	3.34395	123	706	0	0
0.458791	3.3401	330	35	0.00543953	0.00543953
0.066971	1.19048	6	83	5.21867E-21	5.21867E-21
0.725606	2.19312	826	202	0.00189011	0.00189011
1.93457	-1.31296	149	23	0.00107788	0.00107788
2.22567	-3.86417	9	9	0.00271992	0.00271992
0.824687	2.62858	3	13	8.75263E-05	8.75263E-05
2.56457	1.2422	2	23	0.0106459	0.0106459
1.55726	1.10581	4	16	0.0154127	0.0154127
0.432423	-1.43556	51	13	2.54194E-05	2.54194E-05
2.89384	-0.175395	510	155	0.00142664	0.00142664
0.95027	4.35681	378	144	9.83131E-06	9.83131E-06
2.84248	1.14251	84	144	0.00270838	0.00270838
0.352541	4.57475	5	12	3.35322E-12	3.35322E-12
1.01867	2.21019	70	6	0.0629776	0.0629776
0.243406	-4.42009	326	45	5.35113E-36	5.35113E-36
2.31906	1.07912	7	6	0.0647693	0.0647693
0.0489596	-3.12993	2274	687	3.06827E-83	3.06827E-83
3.01708	2.02651	168	56	0.00473645	0.00473645
0.0752572	-1.39947	2	5	0.265514	0.265514
3.12765	-4.44814	81	1231	0.0018482	0.0018482
0.168063	-2.42091	421	28	4.04735E-31	4.04735E-31
3.10236	-1.58183	854	976	0.000354614	0.000354614
1.2919	3.08285	3	119	2.44059E-08	2.44059E-08
0.595081	3.46394	1214	167	0.000571049	0.000571049
0.179071	2.16356	1	10	3.13366E-07	3.13366E-07
0.616233	1.9161	391	182	0.00140985	0.00140985
3.22871	2.60301	5	61	0.000924438	0.000924438
2.22899	-0.609511	1055	1481	0.000426513	0.000426513
2.77351	2.2081	79	126	0.001363	0.001363
0.704142	-3.03757	78	938	0.00531718	0.00531718
0.016277	-3.05981	42	313	6.52335E-07	6.52335E-07
0.440778	1.65448	279	51	0.0135401	0.0135401
0.150471	2.44791	1337	166	0.0045207	0.0045207
0.224602	-1.81099	652	32	2.01837E-22	2.01837E-22
0.625835	3.8622	25	33	1.48214E-07	1.48214E-07
0.00633631	-4.56987	23	696	2.52217E-06	3.82186E-06
3.79015	-0.207352	82	75	0.00515365	0.00515365
1.23359	-2.33897	299	7	4.49336E-08	4.49336E-08
0.000601829	1.03375	891	65	2.11608E-54	2.11608E-54
0.545911	-3.83968	107	12	7.86613E-15	7.86613E-15
2.3642	-2.5367	195	6	2.76166E-05	2.76166E-05
0.00890812	1.67356	8	16	5.2389E-08	5.2389E-08
0.219058	1.3428	5	255	5.14821E-20	5.14821E-20
0.689505	0.976427	68	208	0.000413082	0.000413082
1.97698	-0.0675331	210	48	0.00395622	0.00395622
0.0212781	2.06867	7	3	0.075588	0.075588
3.96021	4.31089	445	187	0.000341695	0.000341695
2.1127	3.77198	45	10	0.0107487	0.0107487
1.95786	1.94058	2299	1503	0.000174517	0.000174517
0.024703	-2.20366	108	62	7.38543E-36	7.38543E-36
0.40237	-2.22928	95	12	2.0062E-10	2.0062E-10
1.1775	2.6118	260	149	0.000654995	0.000654995
0.834367	-1.72792	24	21	0.00566094	0.00566094
1.31657	0.267636	6740	1012	0.000144318	0.000144318
0.862178	-2.9619	52	953	0.00860197	0.00860197
0.799656	3.40813	23	36	5.7692E-06	5.7692E-06
0.233468	-3.95424	44	213	4.93597E-07	4.93597E-07
2.09071	-1.33703	568	112	0.00036361	0.00036361
1.85269	-0.316247	28	942	0.000690336	0.000690336
1.1384	-3.37264	389	9	3.45637E-11	3.45637E-11
0.0345149	1.72431	362	41	0.00756664	0.00756664
2.1291	2.91834	349	12	0.0218656	0.0218656
1.11676	0.524069	77	4937	2.78851E-07	2.91722E-07
2.57393	-1.85003	30	290	0.0087597	0.0087597
0.734639	1.12356	662	672	0.0005785	0.0005785
0.142554	0.308619	707	200	0.000308666	0.000308666
0.475756	3.95871	21	17	3.85636E-07	3.85636E-07
0.0889438	3.52184	55	341	8.56458E-61	8.56458E-61
1.21403	2.65256	112	15	0.0229258	0.0229258
0.311785	1.09781	371	10	1.84972E-05	1.84972E-05
3.09113	-3.76609	19	2	0.000540532	0.000540532
0.19981	-2.37249	3	2	0.00903274	0.00903274
0.00358293	3.85529	53	426	0	0
1.28604	0.482508	84	144	0.00440485	0.00440485
0.467411	-3.2104	74	87	1.14641E-06	1.14641E-06
3.56269	2.98356	147	130	0.000974443	0.000974443
0.209826	0.882601	388	37	0.000246203	0.000246203
2.26763	-4.04648	92	51	7.40015E-05	7.40015E-05
1.99485	0.989065	274	17	0.00778194	0.00778194
0.341929	-3.05978	2026	220	1.16967E-20	1.16967E-20
0.00196114	-1.10194	81	1315	5.06001E-60	5.06001E-60
0.113238	3.54732	294	2775	1.79797E-65	1.79797E-65
0.0107148	-0.0378143	42	32	0.0408766	0.0408766
0.0204245	0.476969	15	11	0.136749	0.136749
0.851714	-2.85207	28	94	0.00446187	0.00446187
0.538427	-4.33232	193	869	2.24905E-06	2.24905E-06
1.44044	-1.648	79	372	0.00505881	0.00505881
1.66016	-3.2347	53	176	0.00222674	0.00222674
2.74635	3.14373	27	29	0.00271258	0.00271258
0.209046	0.0895127	68	35	0.0176133	0.0176133
0.553762	-4.19332	120	3304	0.00232972	0.00232977
0.532402	2.22715	8	8	0.00501274	0.00501274
2.18951	-0.786938	11	213	0.00859345	0.00859345
0.477021	-0.356981	54	57	0.0183672	0.0183672
3.76648	2.40206	37	20	0.0104013	0.0104013
0.00743322	-0.781843	1470	764	1.20113E-50	1.20113E-50
0.230522	3.08921	46	33	6.60546E-08	6.60546E-08
1.22197	1.21572	42	55	0.00620559	0.00620559
0.134648	-0.571365	147	335	0.00821557	0.00821557
3.38418	3.03658	128	333	0.000223189	0.000223189
2.39775	2.1027	149	1953	1.96051E-05	1.96051E-05
0.100903	0.465721	6	93	2.58611E-12	2.58611E-12
0.610892	2.94588	532	638	6.1139E-07	6.1139E-07
0.000345783	2.816	156	189	8.98172E-139	8.98172E-139
0.00567184	0.928464	15	6	0.18744	0.18744
0.0107164	2.41831	2	3	0.00477098	0.00477098
0.584964	-3.00629	360	75	2.16874E-10	2.16874E-10
2.9207	2.97027	7953	1913	0.000100586	0.000100586
0.01822	3.45219	326	207	1.2691E-74	1.2691E-74
0.0195617	-0.803835	60	101	0.0210422	0.0210422
2.42283	4.42566	340	2797	1.2742E-07	1.2742E-07
2.75261	-3.67994	19	34	0.00362575	0.00362575
2.178	1.91322	139	4518	2.54833E-06	2.54658E-06
2.61281	-0.980917	26	70	0.0128858	0.0128858
1.28067	3.86356	257	454	1.03309E-06	1.03309E-06
2.44938	-4.0234	5	41	0.0292197	0.0292197
0.0101255	2.55138	777	765	3.03637E-112	3.03637E-112
1.65356	3.08962	864	570	0.000104372	0.000104372
2.92706	2.861	93	19	0.0112497	0.0112497
0.168841	0.558756	185	455	1.7127E-05	1.7127E-05
1.30096	0.452528	129	545	0.000847114	0.000847114
1.15582	-2.25029	79	79	0.00108967	0.00108967
0.800083	-0.555515	1141	975	0.000617273	0.000617273
1.63533	-0.499268	2911	833	0.000188736	0.000188736
0.234544	-1.10401	157	14	4.12305E-11	4.12305E-11
0.185494	1.98649	154	86	0.000129702	0.000129702
0.712834	4.47947	14	2	0.0298244	0.0298349
2.19986	0.0860827	1020	466	0.000752369	0.000752369
3.70331	2.97202	235	57	0.00326541	0.00326541
2.03899	0.272353	30	42	0.0143913	0.0143913
1.57085	-2.12206	2	7	0.14937	0.14937
0.56704	3.3535	596	493	3.04703E-07	3.04703E-07
0.615165	1.45652	17	204	2.65302E-07	2.65302E-07
2.98742	-0.911103	281	204	0.00151369	0.00151369
0.203274	2.26039	30	15	0.00149735	0.00149735
1.25847	1.6583	57	120	0.00095437	0.00095437
1.33808	1.25317	11	7	0.0611838	0.0611838
2.33058	-1.46987	1354	681	0.000212561	0.000212561
0.0714204	3.78158	7	7	3.72874E-08	3.72874E-08
0.0989243	4.05567	447	153	1.48533E-20	1.48533E-20
0.00307816	0.855819	884	18	1.50225E-81	1.50225E-81
0.0317293	-3.99349	180	9	1.36856E-147	1.36856E-147
0.0560957	2.17823	25	102	3.06526E-31	3.06526E-31
0.397681	-4.49413	700	65	1.49362E-27	1.49362E-27
0.0535639	2.6106	86	585	2.51752E-71	2.51752E-71
1.22089	-2.99655	7	25	0.0227894	0.0227894
0.797778	-0.977647	99	9	8.15167E-05	8.15167E-05
0.298689	-1.53393	211	341	0.000905337	0.000905337
3.88198	-1.20824	37	24	0.00977502	0.00977502
1.80007	-2.13986	32	1644	0.00382291	0.00382318
0.0726761	-2.50079	575	138	4.88261E-44	4.88261E-44
0.445722	0.124043	12	474	3.35532E-08	3.35532E-08
0.644859	-3.0498	1425	136	7.78425E-13	7.78425E-13
0.51535	1.31474	67	151	0.000170506	0.000170506
1.20824	-3.56895	115	20	2.66915E-07	2.66915E-07
3.81409	3.25371	108	27	0.00602398	0.00602398
1.57464	1.1107	7	3	0.129673	0.129673
0.498628	-0.0505252	302	1058	0.000566104	0.000566104
2.29233	-0.479521	6	22	0.0457647	0.0457647
0.414279	1.79774	192	986	3.05933E-09	3.05933E-09
0.102893	-4.29744	34	8	4.35125E-35	4.35125E-35
0.00211853	1.45901	43	32	1.76379E-06	1.76379E-06
0.158418	4.48087	7	130	1.27616E-52	1.27616E-52
3.198	-2.10194	229	811	0.00111922	0.00111922
1.00684	-1.32964	5	9	0.0889515	0.0889515
0.0211132	-3.30821	1230	627	7.0372E-150	7.0372E-150
3.92176	-1.46076	270	89	0.00129461	0.00129461
0.102643	4.41707	135	26	2.7352E-12	2.7352E-12
0.4249	3.53824	725	200	1.10367E-05	1.10367E-05
1.87757	-1.97848	957	170	5.23356E-05	5.23356E-05
0.424535	-3.68088	579	16	1.87958E-26	1.87958E-26
2.87088	-0.885453	496	300	0.00089985	0.00089985
3.17222	1.19763	3019	89	0.00110106	0.00110104
2.95103	3.35927	265	612	6.37574E-05	6.37574E-05
3.64269	-2.51376	30	88	0.00704612	0.00704612
0.915248	1.09283	1765	76	0.000580483	0.000580483
0.808826	3.97159	88	114	1.79815E-07	1.79815E-07
0.214553	-3.43943	7	3	2.19831E-07	2.19831E-07
3.48733	3.16364	172	81	0.00169302	0.00169302
1.32041	-0.813177	919	244	0.000319031	0.000319031
2.09209	-0.586105	640	679	0.000782934	0.000782934
1.05545	2.11168	338	127	0.00229878	0.00229878
0.291726	-0.99063	12	99	0.0106311	0.0106311
2.21845	-3.04631	12	99	0.0205628	0.0205628
0.14706	2.55402	1567	130	0.00832872	0.00832872
0.204485	3.89805	6	40	6.08216E-24	6.08216E-24
0.898172	-1.93114	75	2218	0.00178348	0.00178348
0.402458	3.97887	6305	979	2.89311E-06	2.89311E-06
3.05492	-2.47115	12	290	0.0178379	0.0178379
0.750907	0.233187	12	71	0.00358363	0.00358363
0.785901	-0.419582	206	441	0.00296259	0.00296259
2.42478	-4.26605	148	400	0.000263309	0.000263309
0.414062	1.39806	136	5	0.00397758	0.00397758
2.0983	-3.37144	557	239	2.39559E-05	2.39559E-05
3.41059	-3.71335	56	2	0.000115803	0.000115803
0.13102	-2.38936	87	91	3.98211E-10	3.98211E-10
3.14188	-2.91307	2943	134	5.71643E-06	5.71642E-06
0.00177715	-0.343402	25	45	0.06067	0.06067
1.93024	1.62359	126	25	0.0135939	0.0135939
0.0425631	2.11781	29	13	0.000790127	0.000790127
0.0951335	-3.42831	8	245	0.107635	0.107635
1.22889	2.33452	575	583	0.00013249	0.00013249
1.80449	-0.653064	286	2296	0.000661997	0.000661997
2.30876	4.33041	21	22	0.000444572	0.000444572
0.430572	3.18666	29	260	5.97239E-16	5.97239E-16
3.96174	-4.57201	1267	132	4.64782E-06	4.64782E-06
0.146984	0.859802	50	60	0.00176258	0.00176258
0.29821	-0.43615	133	268	0.00719412	0.00719412
2.16329	1.56081	315	637	0.000393425	0.000393425
0.000136796	-0.765956	784	567	4.28458E-88	4.28458E-88
0.543439	-2.17445	1194	42	2.42339E-14	2.42339E-14
2.00066	-2.21462	35	1052	0.00579012	0.00579012
1.50316	2.42649	667	137	0.00225952	0.00225952
0.192606	-0.752685	204	914	0.00130779	0.00130779
0.0733725	-3.50979	862	106	2.10665E-85	2.10665E-85
0.14647	3.1751	195	24	0.00237792	0.00237792
0.000101758	0.0197252	4	101	4.50407E-26	4.50407E-26
1.53852	-3.11979	49	20	0.000142086	0.000142086
0.178037	3.89586	7	5	1.40013E-05	1.40013E-05
1.27679	2.46471	549	92	0.00373865	0.00373865
2.82067	2.88988	2	46	0.000307696	0.000307696
3.83256	0.686204	263	13	0.00800354	0.00800354
0.661008	-0.358968	311	444	0.00267188	0.00267188
0.214562	-0.389243	340	145	0.000264255	0.000264255
0.112949	4.30059	9	24	4.74808E-26	4.74808E-26
0.484206	-4.58855	341	24	3.21434E-24	3.21434E-24
1.99058	-4.34288	3777	547	3.01877E-08	3.01877E-08
3.0734	2.72274	1432	130	0.00187537	0.00187537
0.0304143	-4.42664	138	606	2.02939E-48	2.02939E-48
2.38689	-3.45741	45	980	0.00580879	0.00580879
0.280275	-4.07065	126	3141	0.00174878	0.00174879
0.0269988	3.08935	52	33	1.40058E-18	1.40058E-18
1.82207	1.71457	15	45	0.00313318	0.00313318
1.5255	2.68211	77	123	0.000272389	0.000272389
2.85061	-3.07761	1711	55	2.65686E-06	2.65686E-06
0.943946	-0.456933	36	2	0.00194492	0.00194492
0.256894	2.84054	10	12	4.16928E-06	4.16928E-06
2.64212	-0.672663	102	265	0.00327334	0.00327334
0.92618	2.56831	124	392	2.68957E-06	2.68957E-06
0.000238887	-3.17675	1716	1107	0	0
1.33956	-0.768844	76	10	0.00233207	0.00233207
0.013867	2.44997	644	12	4.60302E-09	4.60302E-09
3.90364	1.62967	24	15	0.0183079	0.0183079
0.142142	2.21659	620	122	0.00322314	0.00322314
0.000513462	-1.27794	12	88	0.00486961	0.00486961
0.0974706	-2.62239	30	85	1.06779E-05	1.06779E-05
1.89768	0.720983	66	70	0.00722333	0.00722333
3.85197	3.61819	3861	1786	5.81302E-05	5.81302E-05
0.029506	0.602132	1656	63	8.09345E-39	8.09345E-39
3.33412	3.33672	47	27	0.00406229	0.00406229
3.95406	3.19846	1134	289	0.000570314	0.000570314
3.08219	-1.1596	291	121	0.00135494	0.00135494
2.76749	3.56406	179	236	0.000165112	0.000165112
2.9191	-1.36339	1063	146	0.000266597	0.000266597
0.208201	-3.70164	1886	55	2.33883E-53	2.33883E-53
0.285112	-2.78927	655	168	8.7337E-16	8.7337E-16
0.971589	-1.45038	2467	66	1.31849E-08	1.31847E-08
0.884289	1.85762	95	116	0.000770634	0.000770634
1.76858	-2.63529	19	21	0.0052677	0.0052677
1.5116	-2.6218	30	48	0.00397282	0.00397282
2.88315	-0.340085	3210	197	0.000231173	0.000231173
1.41955	1.78183	1333	1609	0.000117153	0.000117153
2.51117	1.07857	96	186	0.00217352	0.00217352
0.372659	2.25692	27	33	4.19475E-05	4.19475E-05
0.0153279	0.195608	66	234	1.94179E-16	1.94179E-16
1.6301	1.69977	13	22	0.00880903	0.00880903
1.32665	-4.02754	722	134	1.49477E-08	1.49477E-08
0.199201	2.91155	2	29	8.21538E-17	8.21538E-17
0.0851401	0.310029	185	82	0.00627639	0.00627639
0.131232	3.95256	139	75	3.6366E-18	3.6366E-18
0.00372484	-0.938766	290	575	0.000610827	0.000610827
0.214335	-0.777478	470	76	4.72511E-09	4.72511E-09
2.14229	1.64161	9	52	0.00255018	0.00255018
0.137833	4.01233	57	70	5.35908E-25	5.35908E-25
0.00138718	-1.43351	78	292	0.0341539	0.0341539
0.0475863	3.31601	259	134	4.29393E-28	4.29393E-28
0.209345	3.57476	14	42	2.91996E-18	2.91996E-18
0.0880475	3.58295	5	4	0.00010631	0.00010631
0.241807	1.96511	135	194	2.32738E-07	2.32738E-07
3.87313	2.78476	16	17	0.00878269	0.00878269
0.0281219	-4.06363	142	43	6.43427E-117	6.43427E-117
3.63779	-1.73105	1077	106	0.00022761	0.00022761
0.395484	-3.2831	198	447	2.39382E-06	2.39382E-06
1.14332	-2.41885	2	1	0.0515247	0.0515247
1.72584	-1.49638	79	638	0.00388204	0.00388204
2.65845	-3.5189	30	53	0.00256198	0.00256198
3.01718	2.22124	13	204	0.000322932	0.000322932
0.490237	-1.82966	182	123	5.6854E-05	5.6854E-05
0.0481795	1.09858	199	286	9.08728E-11	9.08728E-11
0.0228515	-1.58343	168	27	1.94608E-50	1.94608E-50
1.1401	-1.56198	62	7	0.000205377	0.000205377
1.03218	2.82017	1216	67	0.00611544	0.00611544
1.4176	-1.15546	787	87	8.172E-05	8.172E-05
0.878845	-1.87946	42	2654	0.00057299	0.000573187
2.14306	-0.969707	217	6531	0.000322916	0.000325268
2.0973	2.95083	89	66	0.00138299	0.00138299
2.32194	2.58311	5	26	0.00157553	0.00157553
1.20065	-0.548553	43	202	0.00671599	0.00671599
0.0706049	0.234855	1	1	0.485084	0.485084
0.209335	0.354808	113	1555	1.20352E-11	1.20352E-11
1.35465	-2.77789	9	52	0.0308475	0.0308475
0.0579309	-4.00104	629	279	7.39087E-83	7.39087E-83
2.91985	-0.0450212	1680	5543	0.000144441	0.000144441
1.25958	-1.70446	83	2273	0.00159198	0.00159198
3.41741	-2.94007	54	78	0.00258508	0.00258508
0.639414	3.11984	902	290	0.000106649	0.000106649
0.0909921	3.24787	582	53	0.00103558	0.00103558
0.121061	1.11877	428	273	0.00115727	0.00115727
3.33412	2.9777	16	51	0.00141117	0.00141117
0.18512	-0.139411	91	80	0.0172479	0.0172479
0.000486382	0.297187	1	6	0.0240869	0.0240869
1.50436	1.19609	2182	689	0.000620374	0.000620374
1.19632	-0.634929	26	6	0.0130592	0.0130592
2.39827	1.01843	257	232	0.0017718	0.0017718
0.278092	-2.32013	1	77	0.0274967	0.0274967
1.85312	-4.13202	69	995	0.00256357	0.00256357
0.0775496	-1.33119	132	1211	0.000115056	0.000115056
1.52686	-3.76981	108	81	3.38963E-05	3.38963E-05
0.601823	2.15451	23	93	1.59326E-06	1.59326E-06
3.44229	2.21221	8	46	0.00328212	0.00328212
0.456225	-3.40077	80	332	0.000145819	0.000145819
1.38056	-3.05873	155	359	0.000533373	0.000533373
1.28938	4.48184	177	110	1.10126E-05	1.10126E-05
1.9697	-1.72222	1840	109	1.4668E-05	1.4668E-05
3.45768	-4.0971	595	18	3.13159E-06	3.13159E-06
0.0714778	3.66671	146	75	4.0038E-23	4.0038E-23
0.00223628	-0.07143	15	74	1.07245E-09	1.07245E-09
0.00281047	3.00754	443	147	1.15741E-54	1.15736E-54
1.13285	-4.39524	51	117	4.46133E-05	4.46133E-05
0.0105813	1.21692	428	37	9.53132E-12	9.53132E-12
2.94016	-0.0657139	2445	224	0.000406205	0.000406205
2.33928	-3.13855	64	237	0.00254714	0.00254714
1.12497	1.20276	130	1645	6.40433E-06	6.40433E-06
2.95798	-4.21589	66	95	0.000495165	0.000495165
1.32449	1.70013	105	747	2.44425E-05	2.44425E-05
2.78807	-2.9689	642	207	7.50567E-05	7.50567E-05
3.22392	0.19823	2	175	0.00411731	0.00412033
0.475784	-4.58486	146	99	1.18701E-13	1.18701E-13
1.85109	3.30667	248	141	0.000432965	0.000432965
1.27716	-0.823506	152	3	5.14338E-05	5.14339E-05
0.149889	3.85864	47	57	4.87316E-21	4.87316E-21
1.58119	3.73992	6	61	1.18621E-06	1.18621E-06
2.08059	0.795282	78	851	0.000339517	0.000339517
1.08886	3.46784	6	236	3.9428E-11	3.9428E-11
0.896454	1.95641	494	42	0.00927193	0.00927193
3.1665	-0.698226	119	18	0.00494497	0.00494497
3.71414	-0.73515	861	42	0.000772552	0.000772552
2.92063	-3.03702	74	47	0.00102261	0.00102261
3.15211	-3.45707	106	15	0.000172328	0.000172328
0.658358	0.624241	408	390	0.00190786	0.00190786
0.778178	-4.08795	35	114	9.67008E-05	9.67008E-05
0.254266	-1.99989	241	27	1.91811E-15	1.91811E-15
1.37231	3.81945	1	48	2.19589E-08	2.19589E-08
2.84301	-1.3242	24	18	0.0144856	0.0144856
0.00443058	4.35397	6	6	3.64631E-09	3.85838E-09
1.10815	-3.91655	3798	851	1.00558E-09	1.00558E-09
0.585295	-0.0866353	971	47	3.67444E-06	3.67444E-06
0.130552	1.32573	549	24	2.36313E-06	2.36313E-06
0.135303	2.5381	116	19	0.0154684	0.0154684
1.23837	2.53034	139	34	0.00796857	0.00796857
1.75523	0.949586	119	25	0.0128952	0.0128952
3.64219	-0.369051	126	237	0.00251264	0.00251264
0.377751	1.3358	524	1372	1.64032E-06	1.64032E-06
0.13282	-1.57449	116	82	1.24296E-07	1.24296E-07
0.0505229	1.54886	156	81	9.66337E-05	9.66337E-05
2.19216	-0.587194	344	436	0.00136116	0.00136116
0.001445	1.61562	5	8	0.000304018	0.000304018
1.64115	-2.37437	91	8	5.16507E-05	5.16507E-05
0.030906	-0.364385	1406	56	1.61657E-65	1.61657E-65
0.288376	3.78162	616	133	1.39937E-06	1.39937E-06
0.0954281	0.0847835	10	332	2.42972E-19	2.42972E-19
2.79983	3.48255	341	894	2.83707E-05	2.83707E-05
3.19337	-0.335587	5	41	0.0292658	0.0292658
1.27144	2.51844	156	54	0.00387558	0.00387558
2.10714	-0.706424	61	4433	0.00022789	0.000219762
0.509036	-4.45317	1718	25	1.23284E-32	1.23286E-32
0.305427	1.90125	899	2734	3.98308E-10	3.98308E-10
0.938183	-4.42076	274	293	1.28228E-07	1.28228E-07
0.300501	-0.762343	6	63	0.00574108	0.00574108
0.825922	-0.849939	958	97	1.34793E-05	1.34793E-05
1.63622	0.644885	595	70	0.00250493	0.00250493
0.193302	3.83686	3858	1715	4.37569E-14	4.37569E-14
0.0106512	-2.41484	5	274	1.22192E-05	1.22192E-05
0.465617	-3.04735	239	4	5.68027E-20	5.68027E-20
1.52932	3.33258	134	73	0.000621684	0.000621684
1.86043	0.025432	89	94	0.00634949	0.00634949
0.242862	-0.789798	29	91	0.0268329	0.0268329
0.644783	-2.59409	432	113	4.02556E-08	4.02556E-08
2.79413	4.41916	64	77	0.000158704	0.000158704
0.19797	-3.25349	133	139	3.93288E-13	3.93288E-13
0.129915	-3.67959	14	68	8.3299E-06	8.3299E-06
0.09081	-3.50112	42	1566	0.0267715	0.0267715
3.80076	0.246395	650	2643	0.000274185	0.000274185
3.53058	-1.64853	5	266	0.0191826	0.0191817
1.02403	4.3148	63	31	4.47103E-05	4.47103E-05
1.24523	0.0816979	55	33	0.0158032	0.0158032
2.06892	-1.77991	118	505	0.0028208	0.0028208
0.0440478	-3.79282	227	2743	2.86278E-10	2.86278E-10
0.399856	4.18695	11	30	2.00201E-13	2.00201E-13
0.720525	-0.131203	65	266	0.00291537	0.00291537
0.530218	-3.84437	31	120	0.000100034	0.000100034
0.506647	2.79746	356	674	2.2941E-08	2.2941E-08
0.159189	-0.463281	204	606	0.00196058	0.00196058
3.50207	2.34873	13	176	0.000540143	0.000540143
3.00093	0.768774	269	76	0.00371817	0.00371817
0.304386	0.565716	402	143	0.00474761	0.00474761
0.700835	-1.6951	548	981	0.000561464	0.000561464
1.46315	-0.0505036	18	21	0.0327402	0.0327402
2.61415	-1.50596	123	967	0.00212646	0.00212646
3.43983	-0.585291	6	31	0.0349419	0.0349419
3.48639	-3.12946	3750	3470	2.7124E-05	2.7124E-05
1.21375	2.29711	43	1443	9.66877E-09	9.66877E-09
3.22548	-4.45164	36	145	0.00184324	0.00184324
0.437223	-3.5724	195	48	3.30847E-14	3.30847E-14
0.172814	0.825996	25	54	0.000178165	0.000178165
1.10369	-1.61435	106	27	0.000349261	0.000349261
2.76573	-1.3155	393	263	0.000893137	0.000893137
0.616755	1.8303	7	40	1.45915E-05	1.45915E-05
0.00279855	-1.77356	526	144	1.08178E-214	1.08178E-214
3.00017	1.27075	1239	26	0.00292525	0.00292526
0.86627	1.90543	6	34	0.000109682	0.000109682
